timestamp,author_x,message_x,author_y,message_y
2024-09-10 21:12:59,Super Empath,just play the debate,Super Empath,just play the debate
2024-09-10 21:13:02,WFAA,Thanks everyone for sticking around!,BLAKE PERDUE,"I'm not letting people like take that away, lora"
2024-09-10 21:13:02,BLAKE PERDUE,"I'm not letting people like take that away, lora",BLAKE PERDUE,"I'm not letting people like take that away, lora"
2024-09-10 21:13:09,scar,im sorry he has some good points sometimes like last debate,scar,im sorry he has some good points sometimes like last debate
2024-09-10 21:13:10,Victoria Spencer,Finally open chat that isn't blocked,Victoria Spencer,Finally open chat that isn't blocked
2024-09-10 21:13:12,Lora,No Perdue you need to listen to her,Lora,No Perdue you need to listen to her
2024-09-10 21:13:26,Super Empath,tremendous numbers,Super Empath,tremendous numbers
2024-09-10 21:13:51,Lora,I eat bacon all the time,Lora,I eat bacon all the time
2024-09-10 21:13:55,scar,ameraca rahhhh ,scar,ameraca rahhhh 
2024-09-10 21:14:01,BLAKE PERDUE,"listen? she wants to destroy the middle class. I, a minority got here with blood sweat and tears. you know how many countless hours I've spent working?!?!",BLAKE PERDUE,"listen? she wants to destroy the middle class. I, a minority got here with blood sweat and tears. you know how many countless hours I've spent working?!?!"
2024-09-10 21:14:19,Jason Post,What kinda flag is that lol ^,Jason Post,What kinda flag is that lol ^
2024-09-10 21:14:36,Super Empath,Neither,Super Empath,Neither
2024-09-10 21:14:37,BLAKE PERDUE,"my bones ache, and she will take away everything I've built",BLAKE PERDUE,"my bones ache, and she will take away everything I've built"
2024-09-10 21:14:38,scar,exactly,scar,exactly
2024-09-10 21:14:56,Baps life,Trump 2024 ,Big bird,what kind of pole is that? the debate hasn't started yet
2024-09-10 21:14:56,Big bird,what kind of pole is that? the debate hasn't started yet,Big bird,what kind of pole is that? the debate hasn't started yet
2024-09-10 21:14:59,Carson Wallace,dude they ain't showing us it,Carson Wallace,dude they ain't showing us it
2024-09-10 21:15:11,Super Empath,The debate is live now,Super Empath,The debate is live now
2024-09-10 21:15:18,Chevelle,"How can I vote on the debate, it hasn’t started yet ",Chevelle,"How can I vote on the debate, it hasn’t started yet "
2024-09-10 21:15:29,BLAKE PERDUE,Lora Harris will take everything away from me,BLAKE PERDUE,Lora Harris will take everything away from me
2024-09-10 21:15:35,Jason Post,NBC news has it live on YouTube ,Carson Wallace,other other YouTube channels that's already live streaming it just go to a different one
2024-09-10 21:15:35,Carson Wallace,other other YouTube channels that's already live streaming it just go to a different one,Carson Wallace,other other YouTube channels that's already live streaming it just go to a different one
2024-09-10 21:15:41,scar,if you go to the home tab and then the live tab its the first one that pops up,scar,if you go to the home tab and then the live tab its the first one that pops up
2024-09-10 21:15:42,kozziarts,everyone wants the first female presidant in the books that they dont see how terrible harris is ,kozziarts,everyone wants the first female presidant in the books that they dont see how terrible harris is 
2024-09-10 21:15:58,Super Empath,I am woman,Super Empath,I am woman
2024-09-10 21:16:10,Carson Wallace,please show the debate I'm late for the debate,Carson Wallace,please show the debate I'm late for the debate
2024-09-10 21:16:19,scar,its funny watching whoever isnt talking,scar,its funny watching whoever isnt talking
2024-09-10 21:16:25,Jason Post,Nothing huge yet ,Jason Post,Nothing huge yet 
2024-09-10 21:16:27,kozziarts,i really hate how they cut trump off like that ,kozziarts,i really hate how they cut trump off like that 
2024-09-10 21:16:40,Lora,Trump is a criminal,Lora,Trump is a criminal
2024-09-10 21:16:44,Cathleen Toure,is the debate over?,Cathleen Toure,is the debate over?
2024-09-10 21:16:59,scar,can someone sedate trump pls this has to be elderly abuse,scar,can someone sedate trump pls this has to be elderly abuse
2024-09-10 21:17:01,Lora,Just started,Lora,Just started
2024-09-10 21:17:11,Carson Wallace,put in the middle of the debate,Carson Wallace,put in the middle of the debate
2024-09-10 21:17:13,Super Empath,Where,Super Empath,Where
2024-09-10 21:17:20,Carson Wallace,I think it's weird in the middle,Carson Wallace,I think it's weird in the middle
2024-09-10 21:17:23,Super Empath,Execute?,Super Empath,Execute?
2024-09-10 21:17:26,Cathleen Toure,has the candidates came on? I'm late,Cathleen Toure,has the candidates came on? I'm late
2024-09-10 21:17:32,WFAA,This is our watch-along stream with the debate. We'll keep this stream and chat open throughout the debate. Then we'll have a post-debate analysis show afterwards.,WFAA,This is our watch-along stream with the debate. We'll keep this stream and chat open throughout the debate. Then we'll have a post-debate analysis show afterwards.
2024-09-10 21:17:33,Lora,No Perdue that’s trump,Lora,No Perdue that’s trump
2024-09-10 21:17:40,Carson Wallace,go to ABC News,Carson Wallace,go to ABC News
2024-09-10 21:18:02,Super Empath,abc doesn't have a live chat,Super Empath,abc doesn't have a live chat
2024-09-10 21:18:04,Cathleen Toure,okay thanks,Cathleen Toure,okay thanks
2024-09-10 21:18:19,Super Empath,Ronnie is dead,Super Empath,Ronnie is dead
2024-09-10 21:18:26,Jason Post,I’m watching nbc live debate on tv and on chat here! ,Jason Post,I’m watching nbc live debate on tv and on chat here! 
2024-09-10 21:18:30,Carson Wallace,but it showed it,Carson Wallace,but it showed it
2024-09-10 21:18:37,Jason Post,Recommend y’all do the same ,Jason Post,Recommend y’all do the same 
2024-09-10 21:18:41,WFAA,@Jason Post We appreciate you!,WFAA,@Jason Post We appreciate you!
2024-09-10 21:19:08,Carson Wallace,everybody go to NBC,Carson Wallace,everybody go to NBC
2024-09-10 21:19:15,scar,nobody’s saying to execute a baby bro people say they couldve cured cancer but same thing about criminals ,scar,nobody’s saying to execute a baby bro people say they couldve cured cancer but same thing about criminals 
2024-09-10 21:19:16,Super Empath,Great Jason Post! Where there's a will there's a way,Super Empath,Great Jason Post! Where there's a will there's a way
2024-09-10 21:19:20,Jason Post,^^,Jason Post,^^
2024-09-10 21:19:28,scar,she just humbled trump lol,scar,she just humbled trump lol
2024-09-10 21:19:44,Alex,Trump will fix America,Alex,Trump will fix America
2024-09-10 21:20:02,scar,she said “in no state is it legal to execute a baby” after he ranted about it lmaoo,scar,she said “in no state is it legal to execute a baby” after he ranted about it lmaoo
2024-09-10 21:20:04,Carson Wallace,go to NBC,Carson Wallace,go to NBC
2024-09-10 21:20:20,Jason Post,^,Jason Post,^
2024-09-10 21:21:07,Moonbeam127 TMiller,maybe Donaqld Trump will help in Saving some Women's SOULS!!,Moonbeam127 TMiller,maybe Donaqld Trump will help in Saving some Women's SOULS!!
2024-09-10 21:21:13,Super Empath,love the fetus. hate the child,Super Empath,love the fetus. hate the child
2024-09-10 21:21:27,Super Empath,freedom baby,Super Empath,freedom baby
2024-09-10 21:21:29,Steve Grant,Kamala 100 million votes easy,Steve Grant,Kamala 100 million votes easy
2024-09-10 21:21:32,Carson Wallace,NBC is showing it and has a live chat,Carson Wallace,NBC is showing it and has a live chat
2024-09-10 21:21:33,Jason Post,Yo she’s buggin rn :face_with_tears_of_joy: he just said abortion is alright and she’s saying he wants them dying in a parking lot WTF ,Jason Post,Yo she’s buggin rn :face_with_tears_of_joy: he just said abortion is alright and she’s saying he wants them dying in a parking lot WTF 
2024-09-10 21:21:42,Peter Poprafsky,DUMP TRUMP,Peter Poprafsky,DUMP TRUMP
2024-09-10 21:21:52,Carson Wallace,yeah she did,Carson Wallace,yeah she did
2024-09-10 21:22:06,Peter Poprafsky,LIAR TRUMP,Peter Poprafsky,LIAR TRUMP
2024-09-10 21:22:28,Super Empath,NBC only viewers SELECTED by the channel. ,Super Empath,NBC only viewers SELECTED by the channel. 
2024-09-10 21:22:41,Jason Post,Wait a minute… where’s that Detroit accent ? ,Jason Post,Wait a minute… where’s that Detroit accent ? 
2024-09-10 21:22:43,Nicole Trew,kamala is just as bad as hillary TBH ,Nicole Trew,kamala is just as bad as hillary TBH 
2024-09-10 21:22:50,Super Empath,boss baby,Super Empath,boss baby
2024-09-10 21:23:01,scar,PFFFFT,scar,PFFFFT
2024-09-10 21:23:29,Jason Post,YALL GOTTA THANK A UNION WORKAH ,Jason Post,YALL GOTTA THANK A UNION WORKAH 
2024-09-10 21:23:35,Super Empath,jimmy Dore is having a live chat,Super Empath,jimmy Dore is having a live chat
2024-09-10 21:23:52,Carson Wallace,Trump is destroyed Kabbalah,Carson Wallace,Trump is destroyed Kabbalah
2024-09-10 21:24:32,Super Empath,This debate is insulting,Super Empath,This debate is insulting
2024-09-10 21:25:04,Super Empath,I'm 63 and have heard this over and over again,Super Empath,I'm 63 and have heard this over and over again
2024-09-10 21:25:39,Carson Wallace,I don't care about pregnant woman,Carson Wallace,I don't care about pregnant woman
2024-09-10 21:26:01,Carson Wallace,I care about the economy I care about the wars are going on,Carson Wallace,I care about the economy I care about the wars are going on
2024-09-10 21:26:04,susanajackie02,Lmaooo Trump is crushing her :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Jason Post,That’s crazy^
2024-09-10 21:26:04,Jason Post,That’s crazy^,Jason Post,That’s crazy^
2024-09-10 21:26:19,Super Empath,move on from abortion. you could care less about women,Super Empath,move on from abortion. you could care less about women
2024-09-10 21:26:24,Carson Wallace,the arguing right now,Carson Wallace,the arguing right now
2024-09-10 21:26:40,Jason Post,HERE WE GO ,susanajackie02,Only idiots can continue in the same path:clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face:
2024-09-10 21:26:40,susanajackie02,Only idiots can continue in the same path:clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face:,susanajackie02,Only idiots can continue in the same path:clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face:
2024-09-10 21:26:52,Carson Wallace,we need to talk about the economy we need to talk about wars we need to talk about anything but not pregnant woman,Carson Wallace,we need to talk about the economy we need to talk about wars we need to talk about anything but not pregnant woman
2024-09-10 21:27:07,SOVEREIGNDesigns,did i miss the clown ,SOVEREIGNDesigns,did i miss the clown 
2024-09-10 21:27:11,Carson Wallace,women have already enough rights,Carson Wallace,women have already enough rights
2024-09-10 21:27:24,KingBrownie,Gulp I’m excited,KingBrownie,Gulp I’m excited
2024-09-10 21:27:34,Carson Wallace,we have bigger problems that we need to talk about,Carson Wallace,we have bigger problems that we need to talk about
2024-09-10 21:27:36,Super Empath,Here it comes,Super Empath,Here it comes
2024-09-10 21:27:55,Carson Wallace,she starts talking about drugs,Carson Wallace,she starts talking about drugs
2024-09-10 21:27:58,scar,i really do hope they actually do something about the fentanyl crisis,scar,i really do hope they actually do something about the fentanyl crisis
2024-09-10 21:28:07,SOVEREIGNDesigns,i lil late wtf,SOVEREIGNDesigns,i lil late wtf
2024-09-10 21:28:08,Jason Post,Amen^,Jason Post,Amen^
2024-09-10 21:28:16,Carson Wallace,that's a small thing but yeah,Carson Wallace,that's a small thing but yeah
2024-09-10 21:28:27,Super Empath,The people putting out the drugs are never going to stop,Super Empath,The people putting out the drugs are never going to stop
2024-09-10 21:28:43,Carson Wallace,but we got to close the borders forever to that to stop it's all the Mexicans,Carson Wallace,but we got to close the borders forever to that to stop it's all the Mexicans
2024-09-10 21:28:49,Don Oshay,Boooo kamliar we don’t like you ,Carson Wallace,never get a legal drugs to us
2024-09-10 21:28:49,Carson Wallace,never get a legal drugs to us,Carson Wallace,never get a legal drugs to us
2024-09-10 21:28:50,SOVEREIGNDesigns,live .... ppl at a desk ....... :),SOVEREIGNDesigns,live .... ppl at a desk ....... :)
2024-09-10 21:29:35,Carson Wallace,I think we should talk about the economy I can afford for gas,Carson Wallace,I think we should talk about the economy I can afford for gas
2024-09-10 21:29:41,Carson Wallace,can't,Carson Wallace,can't
2024-09-10 21:29:43,SOVEREIGNDesigns,do i have to pic in pic to comment live .... LAME,SOVEREIGNDesigns,do i have to pic in pic to comment live .... LAME
2024-09-10 21:29:50,scar,"thats true it can never truly be fixed hopefully just better, i know some ppl who have died to fentanyl :broken_heart:",scar,"thats true it can never truly be fixed hopefully just better, i know some ppl who have died to fentanyl :broken_heart:"
2024-09-10 21:30:08,Fluorescent,Kamala L,Fluorescent,Kamala L
2024-09-10 21:30:10,Carson Wallace,it is sad to how many people died by it,Carson Wallace,it is sad to how many people died by it
2024-09-10 21:30:14,Don Oshay,We don’t want food stamps we want a better country ,Don Oshay,We don’t want food stamps we want a better country 
2024-09-10 21:30:14,Jason Post,That’s a personal problem G gas has been below 3$ a gallon where I live for a couple weeks ,Don Oshay,We don’t want food stamps we want a better country 
2024-09-10 21:30:15,Super Empath,WTF,Super Empath,WTF
2024-09-10 21:30:22,Carson Wallace,because I stick it to food and it's addicting,Carson Wallace,because I stick it to food and it's addicting
2024-09-10 21:30:39,Super Empath,we've never been great,Super Empath,we've never been great
2024-09-10 21:30:52,Carson Wallace,170 dollars for groceries,Carson Wallace,170 dollars for groceries
2024-09-10 21:31:03,Super Empath,that's funny,Super Empath,that's funny
2024-09-10 21:31:06,Carson Wallace,sometimes 200,Carson Wallace,sometimes 200
2024-09-10 21:31:15,Surreal Idiot,donald trump is slow af,Surreal Idiot,donald trump is slow af
2024-09-10 21:31:16,Fluorescent,We elected a guy who lost a fight with his jacket x3,GHOULIO,did he really just say theyre eating our pets?!?!?
2024-09-10 21:31:16,GHOULIO,did he really just say theyre eating our pets?!?!?,GHOULIO,did he really just say theyre eating our pets?!?!?
2024-09-10 21:31:18,Jason Post,For how many people?,Jason Post,For how many people?
2024-09-10 21:31:20,KingBrownie,Trump legalizes opioids :money_mouth_face::money_mouth_face::money_mouth_face::money_mouth_face:,KingBrownie,Trump legalizes opioids :money_mouth_face::money_mouth_face::money_mouth_face::money_mouth_face:
2024-09-10 21:31:29,scar,LMAOO MY DAD JUST TEXTED ME AND TOLD ME TO HIDE MY CAT,scar,LMAOO MY DAD JUST TEXTED ME AND TOLD ME TO HIDE MY CAT
2024-09-10 21:31:37,Jason Post,I think he did tbh that’s nuts ,Jason Post,I think he did tbh that’s nuts 
2024-09-10 21:31:48,scar,this is insane,scar,this is insane
2024-09-10 21:31:51,Carson Wallace,oh s*** hide the cat,Carson Wallace,oh s*** hide the cat
2024-09-10 21:32:06,Carson Wallace,hide my dogs my two cats,Carson Wallace,hide my dogs my two cats
2024-09-10 21:32:09,Lora,You know how to tell if trump is lying he can’t look Harris in the eyes,Lora,You know how to tell if trump is lying he can’t look Harris in the eyes
2024-09-10 21:32:10,Surreal Idiot,i hate this music,Surreal Idiot,i hate this music
2024-09-10 21:32:12,susanajackie02,Lmfaooo hide your pets :dog2::cat2::dog2::cat2:,susanajackie02,Lmfaooo hide your pets :dog2::cat2::dog2::cat2:
2024-09-10 21:32:40,scar,omg really it makes it more dramatic,Carson Wallace,they can't survive with you Kim
2024-09-10 21:32:40,Carson Wallace,they can't survive with you Kim,Carson Wallace,they can't survive with you Kim
2024-09-10 21:32:44,scar,xD,scar,xD
2024-09-10 21:32:49,Fluorescent,do you guys like furries x3,Carson Wallace,Cabo Harrison
2024-09-10 21:32:49,Carson Wallace,Cabo Harrison,Carson Wallace,Cabo Harrison
2024-09-10 21:33:04,SOVEREIGNDesigns,wffa killing their own channel,SOVEREIGNDesigns,wffa killing their own channel
2024-09-10 21:33:06,Jason Post,"Furries, medium rare",Jason Post,"Furries, medium rare"
2024-09-10 21:33:12,Carson Wallace,we're talking about the debate not furries,Carson Wallace,we're talking about the debate not furries
2024-09-10 21:33:19,Lora,The only person the they said. That ate a cat was an American woman on drugs only one ,Lora,The only person the they said. That ate a cat was an American woman on drugs only one 
2024-09-10 21:33:25,Carson Wallace,focus on the debate,Carson Wallace,focus on the debate
2024-09-10 21:33:29,Jason Post,Wtf are you eating then?,Jason Post,Wtf are you eating then?
2024-09-10 21:33:36,Lora,lol lol lol,Lora,lol lol lol
2024-09-10 21:33:37,Fluorescent,Are furries worse than the guy who got defeated by the stairs x3,Fluorescent,Are furries worse than the guy who got defeated by the stairs x3
2024-09-10 21:33:41,Carson Wallace,true you got more votes than any Republican,Carson Wallace,true you got more votes than any Republican
2024-09-10 21:33:48,scar,trump needs to fix the tab please god he looks like a spoiled lemon,scar,trump needs to fix the tab please god he looks like a spoiled lemon
2024-09-10 21:33:53,Carson Wallace,finally we're talking about integration,Carson Wallace,finally we're talking about integration
2024-09-10 21:33:56,James Jones,I'm a Democrat and I really wish she would have done better but I guess it's difficult when the country is in sham.,James Jones,I'm a Democrat and I really wish she would have done better but I guess it's difficult when the country is in sham.
2024-09-10 21:33:57,Jason Post,I’d rather eat stairs ,Jason Post,I’d rather eat stairs 
2024-09-10 21:34:07,Gummidroptop,"Lay out your policy Kamala, just keep attacking Trump. ",Gummidroptop,"Lay out your policy Kamala, just keep attacking Trump. "
2024-09-10 21:34:17,KingBrownie,When debate start,SOVEREIGNDesigns,lol 
2024-09-10 21:34:17,SOVEREIGNDesigns,lol ,SOVEREIGNDesigns,lol 
2024-09-10 21:34:20,Lora,The country isn’t is shams ,Lora,The country isn’t is shams 
2024-09-10 21:34:29,SOVEREIGNDesigns,g13 is comming for you LMAO,SOVEREIGNDesigns,g13 is comming for you LMAO
2024-09-10 21:34:41,Carson Wallace,it's already started just go to NBC,Carson Wallace,it's already started just go to NBC
2024-09-10 21:34:44,SOVEREIGNDesigns,never happend,SOVEREIGNDesigns,never happend
2024-09-10 21:34:51,Cashmoney ,Wym shams u know she is the go for the past 4 years ,Cashmoney ,Wym shams u know she is the go for the past 4 years 
2024-09-10 21:34:53,Fluorescent,Make Gaming Great Again x3,Fluorescent,Make Gaming Great Again x3
2024-09-10 21:34:57,James Jones,to blame trump for the immigration problem is wildly dishonest,James Jones,to blame trump for the immigration problem is wildly dishonest
2024-09-10 21:34:58,KingBrownie,Okay ,KingBrownie,Okay 
2024-09-10 21:35:16,scar,it probably stank in there,scar,it probably stank in there
2024-09-10 21:35:22,James Jones,really?,James Jones,really?
2024-09-10 21:35:26,SOVEREIGNDesigns,"if you dont have two screen , resize",SOVEREIGNDesigns,"if you dont have two screen , resize"
2024-09-10 21:35:30,Gummidroptop,"Trump states facts, she attacks Trump. ",Gummidroptop,"Trump states facts, she attacks Trump. "
2024-09-10 21:35:37,KingBrownie,Trump legalizes trump :money_mouth_face::money_mouth_face::money_mouth_face:,KingBrownie,Trump legalizes trump :money_mouth_face::money_mouth_face::money_mouth_face:
2024-09-10 21:35:38,Carson Wallace,they're just going to go door-to-door are you Mexican are you Mexican,Carson Wallace,they're just going to go door-to-door are you Mexican are you Mexican
2024-09-10 21:35:39,Fluorescent,I wonder if Kamala has heard about the Vaporeon Copypasta only real presidents know the truth about Vaporeon x3,Fluorescent,I wonder if Kamala has heard about the Vaporeon Copypasta only real presidents know the truth about Vaporeon x3
2024-09-10 21:35:47,James Jones,that's dishonest to say the country isn't in shambles,James Jones,that's dishonest to say the country isn't in shambles
2024-09-10 21:35:49,SOVEREIGNDesigns,this dudes a fruad,SOVEREIGNDesigns,this dudes a fruad
2024-09-10 21:35:52,Jason Post,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Jason Post,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
2024-09-10 21:35:58,scar,of 𝔬𝔩𝔡𝔫𝔢𝔰𝔰,scar,of 𝔬𝔩𝔡𝔫𝔢𝔰𝔰
2024-09-10 21:36:02,SINPER FOREX,camabla coin stroink,SINPER FOREX,camabla coin stroink
2024-09-10 21:36:06,scar,omg shes eating him up,scar,omg shes eating him up
2024-09-10 21:36:09,SOVEREIGNDesigns,doesnt pay is own debts,SOVEREIGNDesigns,doesnt pay is own debts
2024-09-10 21:36:09,SOVEREIGNDesigns,doesnt pay is own debts,SOVEREIGNDesigns,doesnt pay is own debts
2024-09-10 21:36:13,Travis,lmao yeah let's do this after we a,Travis,lmao yeah let's do this after we a
2024-09-10 21:36:13,Travis,lmao yeah let's do this after we a,Travis,lmao yeah let's do this after we a
2024-09-10 21:36:16,KingBrownie,Trump legalizes Kamala Harris :money_mouth_face::money_mouth_face::money_mouth_face:,scar,the bg music should be brat lmaoo
2024-09-10 21:36:16,Lora,Big fraud ,scar,the bg music should be brat lmaoo
2024-09-10 21:36:16,KingBrownie,Trump legalizes Kamala Harris :money_mouth_face::money_mouth_face::money_mouth_face:,scar,the bg music should be brat lmaoo
2024-09-10 21:36:16,Lora,Big fraud ,scar,the bg music should be brat lmaoo
2024-09-10 21:36:16,Jason Post,English or Spanish :eyes:,scar,the bg music should be brat lmaoo
2024-09-10 21:36:16,scar,the bg music should be brat lmaoo,scar,the bg music should be brat lmaoo
2024-09-10 21:36:16,scar,the bg music should be brat lmaoo,scar,the bg music should be brat lmaoo
2024-09-10 21:36:16,Jason Post,English or Spanish :eyes:,scar,the bg music should be brat lmaoo
2024-09-10 21:36:31,Carson Wallace,start fun fact if you stack our debt in pennies it could reach the Pluto,Carson Wallace,start fun fact if you stack our debt in pennies it could reach the Pluto
2024-09-10 21:36:31,Carson Wallace,start fun fact if you stack our debt in pennies it could reach the Pluto,Carson Wallace,start fun fact if you stack our debt in pennies it could reach the Pluto
2024-09-10 21:36:47,Fluorescent,Do you guys like Vaporeon x3,Fluorescent,Do you guys like Vaporeon x3
2024-09-10 21:36:47,Fluorescent,Do you guys like Vaporeon x3,Fluorescent,Do you guys like Vaporeon x3
2024-09-10 21:36:48,D Ford,Stay the course Mr President. Their record speaks for itself. Stay in the lane.,D Ford,Stay the course Mr President. Their record speaks for itself. Stay in the lane.
2024-09-10 21:36:48,D Ford,Stay the course Mr President. Their record speaks for itself. Stay in the lane.,D Ford,Stay the course Mr President. Their record speaks for itself. Stay in the lane.
2024-09-10 21:36:56,KingBrownie,Gang who better Kamaal Harris or trump,KingBrownie,Gang who better Kamaal Harris or trump
2024-09-10 21:36:56,KingBrownie,Gang who better Kamaal Harris or trump,KingBrownie,Gang who better Kamaal Harris or trump
2024-09-10 21:37:01,Pax Arias,She sounds like she's gonna cry loool,Pax Arias,She sounds like she's gonna cry loool
2024-09-10 21:37:01,Pax Arias,She sounds like she's gonna cry loool,Pax Arias,She sounds like she's gonna cry loool
2024-09-10 21:37:10,James Jones,I'm a democratic and I wish we could have come up with a decent candidate,James Jones,I'm a democratic and I wish we could have come up with a decent candidate
2024-09-10 21:37:18,Pax Arias,She's too emotionally weak to be a leader.,Pax Arias,She's too emotionally weak to be a leader.
2024-09-10 21:37:19,KingBrownie,I don’t know politics I’m just forced to watch this,KingBrownie,I don’t know politics I’m just forced to watch this
2024-09-10 21:37:28,SOVEREIGNDesigns,hes going to have a heart attack on national tb LOL,SOVEREIGNDesigns,hes going to have a heart attack on national tb LOL
2024-09-10 21:37:30,James Jones,wow look at the poll,James Jones,wow look at the poll
2024-09-10 21:37:31,Super Empath,her speech sounds familiar,Super Empath,her speech sounds familiar
2024-09-10 21:37:33,Gummidroptop,Well then address it then. Tell me your plan ,Fluorescent,Kamala Harris probably dosen't know what the funny number is like 69 x3
2024-09-10 21:37:33,Fluorescent,Kamala Harris probably dosen't know what the funny number is like 69 x3,Fluorescent,Kamala Harris probably dosen't know what the funny number is like 69 x3
2024-09-10 21:37:48,Lora,Arias she is a strong woman you are the weak one,Lora,Arias she is a strong woman you are the weak one
2024-09-10 21:37:49,Dustin Jackson,MAGA= Make america great again??? For who? white people? when have the black communities had a great america?,Dustin Jackson,MAGA= Make america great again??? For who? white people? when have the black communities had a great america?
2024-09-10 21:37:54,Gummidroptop,Let’s hear your “plans” then Kamala,Fluorescent,Only true presidents make the 69 joke x3
2024-09-10 21:37:54,Fluorescent,Only true presidents make the 69 joke x3,Fluorescent,Only true presidents make the 69 joke x3
2024-09-10 21:38:02,SOVEREIGNDesigns,dude you are a criminal,SOVEREIGNDesigns,dude you are a criminal
2024-09-10 21:38:11,James Jones,how will other world leaders respect her?,Andrew D,both are mudshovels
2024-09-10 21:38:11,Andrew D,both are mudshovels,Andrew D,both are mudshovels
2024-09-10 21:38:13,scar,guys can we talk about david muir he lookin mighty fine tn,scar,guys can we talk about david muir he lookin mighty fine tn
2024-09-10 21:38:20,SOVEREIGNDesigns,morallity wins .,SOVEREIGNDesigns,morallity wins .
2024-09-10 21:38:22,Fluorescent,is dating a fictional anime loli a crime x3,Fluorescent,is dating a fictional anime loli a crime x3
2024-09-10 21:38:28,Lora,She has been telling you the plans open your ears,Lora,She has been telling you the plans open your ears
2024-09-10 21:38:38,scar,oh real,James Jones,we should have found a better candidate
2024-09-10 21:38:38,James Jones,we should have found a better candidate,James Jones,we should have found a better candidate
2024-09-10 21:38:44,SOVEREIGNDesigns,yep king president IS SOME Serious BS ,SOVEREIGNDesigns,yep king president IS SOME Serious BS 
2024-09-10 21:39:00,Andrew D,silent pills for all lawmakers,Andrew D,silent pills for all lawmakers
2024-09-10 21:39:14,SOVEREIGNDesigns,hid daddy was a criminal ,SOVEREIGNDesigns,hid daddy was a criminal 
2024-09-10 21:39:17,Fluorescent,uwu,Fluorescent,uwu
2024-09-10 21:39:28,WFAA,"The four experts you'll be hearing from are our two WFAA political experts, Jason Whitely and Jason Wheeler...",WFAA,"The four experts you'll be hearing from are our two WFAA political experts, Jason Whitely and Jason Wheeler..."
2024-09-10 21:39:31,SOVEREIGNDesigns,cut his mic,SOVEREIGNDesigns,cut his mic
2024-09-10 21:39:36,WFAA,"...along with Jennifer Stoddard-Hajdu, former Dallas County GOP Chairwoman and Delia Parker Mims, Denton County Democratic Chairwoman.",WFAA,"...along with Jennifer Stoddard-Hajdu, former Dallas County GOP Chairwoman and Delia Parker Mims, Denton County Democratic Chairwoman."
2024-09-10 21:39:39,Gummidroptop,she protecting what they just did ,Gummidroptop,she protecting what they just did 
2024-09-10 21:39:55,Fluorescent,Do you guys like Lopunny x3,Fluorescent,Do you guys like Lopunny x3
2024-09-10 21:40:02,James Jones,how are you guys worried that Trump is going to weaponize the government against his political opponents when that is exactly what they are doing to him,James Jones,how are you guys worried that Trump is going to weaponize the government against his political opponents when that is exactly what they are doing to him
2024-09-10 21:40:04,Cain Can,She’s actually answering questions and details trump is all over the place praising him self ,Cain Can,She’s actually answering questions and details trump is all over the place praising him self 
2024-09-10 21:40:13,SOVEREIGNDesigns,fracking is some BS though,SOVEREIGNDesigns,fracking is some BS though
2024-09-10 21:40:19,Super Empath,fracking?,Super Empath,fracking?
2024-09-10 21:40:25,Gummidroptop,"She’s attacking Trump, are you deaf? ",Gummidroptop,"She’s attacking Trump, are you deaf? "
2024-09-10 21:40:38,scar,are you chris chan or are you normal i cant tell,scar,are you chris chan or are you normal i cant tell
2024-09-10 21:40:39,Fluorescent,Are zoophiles bad x3,Fluorescent,Are zoophiles bad x3
2024-09-10 21:41:01,Fluorescent,I thought zoophiles were people who liked zoo animals x3,SOVEREIGNDesigns,half these ppl arent smart enough to open a secons tab
2024-09-10 21:41:01,SOVEREIGNDesigns,half these ppl arent smart enough to open a secons tab,SOVEREIGNDesigns,half these ppl arent smart enough to open a secons tab
2024-09-10 21:41:04,SOVEREIGNDesigns,....,The cool Supreme ,If trump wins I’m going to Europe 
2024-09-10 21:41:04,The cool Supreme ,If trump wins I’m going to Europe ,The cool Supreme ,If trump wins I’m going to Europe 
2024-09-10 21:41:10,scar,oh !!,scar,oh !!
2024-09-10 21:41:18,Jason Post,Ban ^?,Jason Post,Ban ^?
2024-09-10 21:41:34,Stealth WolfSSL,"What I see is, both respect ",Stealth WolfSSL,"What I see is, both respect "
2024-09-10 21:41:37,SOVEREIGNDesigns,do it,SOVEREIGNDesigns,do it
2024-09-10 21:41:41,Gummidroptop,Taxes on tips ,Gummidroptop,Taxes on tips 
