timestamp,author_x,message_x,author_y,message_y
2024-09-10 21:41:50,name,@The cool Supreme real,name,@The cool Supreme real
2024-09-10 21:41:51,Fluorescent,Why is giving a horse a kiss bad? x3,Fluorescent,Why is giving a horse a kiss bad? x3
2024-09-10 21:42:01,Andrew D,I wish,Pax Arias,@The cool Supreme You won't be missed
2024-09-10 21:42:01,Pax Arias,@The cool Supreme You won't be missed,Pax Arias,@The cool Supreme You won't be missed
2024-09-10 21:42:08,scar,sighs,scar,sighs
2024-09-10 21:42:10,Jason Post,Ban?^,Jason Post,Ban?^
2024-09-10 21:42:13,susanajackie02,"I’m Voting for that smart, tough Felon ",susanajackie02,"I’m Voting for that smart, tough Felon "
2024-09-10 21:42:21,SOVEREIGNDesigns,father was a crinmainal look it up,SOVEREIGNDesigns,father was a crinmainal look it up
2024-09-10 21:42:26,SOVEREIGNDesigns,kushner too,SOVEREIGNDesigns,kushner too
2024-09-10 21:42:32,scar,is anyone else hungry ,scar,is anyone else hungry 
2024-09-10 21:42:43,Bessie Nelson,"“A Better candidate!”, he’s lying like crazy and no stopping him, he’s a lunatic, if you want to live in a communist world, have at it, you’re going to find out the real facts once he gets in office.",Bessie Nelson,"“A Better candidate!”, he’s lying like crazy and no stopping him, he’s a lunatic, if you want to live in a communist world, have at it, you’re going to find out the real facts once he gets in office."
2024-09-10 21:42:45,Super Empath,defund all of you,Super Empath,defund all of you
2024-09-10 21:42:47,scar,OOP,scar,OOP
2024-09-10 21:42:50,Fluorescent,Boy do I love my Pokémon my friends with benefits x3,Fluorescent,Boy do I love my Pokémon my friends with benefits x3
2024-09-10 21:42:52,scar,TRUMP JUST GOT SASSYY,scar,TRUMP JUST GOT SASSYY
2024-09-10 21:43:05,scar,alright chris chan,scar,alright chris chan
2024-09-10 21:43:07,SOVEREIGNDesigns,ead . tlk over him . hes done it all night,SOVEREIGNDesigns,ead . tlk over him . hes done it all night
2024-09-10 21:43:08,scar,oh god,scar,oh god
2024-09-10 21:43:31,Super Empath,that's hilarious,Super Empath,that's hilarious
2024-09-10 21:43:34,Fluorescent,Dear Lord lead us not into wokeism x3,Fluorescent,Dear Lord lead us not into wokeism x3
2024-09-10 21:43:35,scar,guys im going to the grocery store :convenience_store::wastebasket: what do yall want,scar,guys im going to the grocery store :convenience_store::wastebasket: what do yall want
2024-09-10 21:43:53,urmailman,kamala panders lies and fear,urmailman,kamala panders lies and fear
2024-09-10 21:43:57,Andrew D,murka,Andrew D,murka
2024-09-10 21:43:58,Bryce From Nowhere,I need some coffee,Bryce From Nowhere,I need some coffee
2024-09-10 21:44:21,SOVEREIGNDesigns,back to the norm ,SOVEREIGNDesigns,back to the norm 
2024-09-10 21:44:35,SOVEREIGNDesigns,lol desert soil,SOVEREIGNDesigns,lol desert soil
2024-09-10 21:44:40,SOVEREIGNDesigns,thats sand bro,SOVEREIGNDesigns,thats sand bro
2024-09-10 21:44:52,Fluorescent,Would you guys marry a Pokémon x3,Fluorescent,Would you guys marry a Pokémon x3
2024-09-10 21:45:00,Mrs. Green,Dude is really insane!!!,Mrs. Green,Dude is really insane!!!
2024-09-10 21:45:01,Andrew D,f this hellhole,Andrew D,f this hellhole
2024-09-10 21:45:18,Cain Can,Desert soil,Cain Can,Desert soil
2024-09-10 21:45:33,Fluorescent,a wedding ring for a Pokémon goes on Miltank's udder x3,Fluorescent,a wedding ring for a Pokémon goes on Miltank's udder x3
2024-09-10 21:45:42,SOVEREIGNDesigns,treasionus bs,SOVEREIGNDesigns,treasionus bs
2024-09-10 21:45:53,Super Empath,new world order,Super Empath,new world order
2024-09-10 21:45:53,Super Empath,new world order,Super Empath,new world order
2024-09-10 21:46:03,SOVEREIGNDesigns,thats not how you run a country,SOVEREIGNDesigns,thats not how you run a country
2024-09-10 21:46:03,SOVEREIGNDesigns,thats not how you run a country,SOVEREIGNDesigns,thats not how you run a country
2024-09-10 21:46:08,Ryan Kyle,god i hope trump wins,Ryan Kyle,god i hope trump wins
2024-09-10 21:46:08,Ryan Kyle,god i hope trump wins,Ryan Kyle,god i hope trump wins
2024-09-10 21:46:09,Andrew D,"All politicians wil have their day...they won't like it, but it will come.",Andrew D,"All politicians wil have their day...they won't like it, but it will come."
2024-09-10 21:46:09,Andrew D,"All politicians wil have their day...they won't like it, but it will come.",Andrew D,"All politicians wil have their day...they won't like it, but it will come."
2024-09-10 21:46:31,Jason Post,"In these times of national confusion and controversy everyone please remember that Jesus Christ is the way, the truth and the life! I am not afraid and neither should you! May the holy God bless you:orthodox_cross:",SOVEREIGNDesigns,when you are maybe LOL
2024-09-10 21:46:31,SOVEREIGNDesigns,when you are maybe LOL,SOVEREIGNDesigns,when you are maybe LOL
2024-09-10 21:46:31,SOVEREIGNDesigns,when you are maybe LOL,SOVEREIGNDesigns,when you are maybe LOL
2024-09-10 21:46:31,Jason Post,"In these times of national confusion and controversy everyone please remember that Jesus Christ is the way, the truth and the life! I am not afraid and neither should you! May the holy God bless you:orthodox_cross:",SOVEREIGNDesigns,when you are maybe LOL
2024-09-10 21:46:37,Mrs. Green,I can’t wait till he goes to JAIL!,Mrs. Green,I can’t wait till he goes to JAIL!
2024-09-10 21:46:37,Mrs. Green,I can’t wait till he goes to JAIL!,Mrs. Green,I can’t wait till he goes to JAIL!
2024-09-10 21:46:41,Super Empath,these two are the distraction,Super Empath,these two are the distraction
2024-09-10 21:46:41,Super Empath,these two are the distraction,Super Empath,these two are the distraction
2024-09-10 21:46:53,SOVEREIGNDesigns,i will be with you . that what he said,SOVEREIGNDesigns,i will be with you . that what he said
2024-09-10 21:46:58,Ryan Kyle,Harris is too pompus and condecending trump has his issues obv but hes the lesser of the two evils,Ryan Kyle,Harris is too pompus and condecending trump has his issues obv but hes the lesser of the two evils
2024-09-10 21:47:00,Casey Ford,look up how to turn induction energies into electricity. then thank about a generator that has multiple layers of magnets to create and harvest the induction energies and kinetic energy.:smiling_face_with_sunglasses:,Casey Ford,look up how to turn induction energies into electricity. then thank about a generator that has multiple layers of magnets to create and harvest the induction energies and kinetic energy.:smiling_face_with_sunglasses:
2024-09-10 21:47:06,Andrew D,too many breathing today that shouldn't be.,Andrew D,too many breathing today that shouldn't be.
2024-09-10 21:47:29,scar,guys trump has made some good points before i guess but the thing about him is he is a raging narcissist i lived with my narcissistic father and the similarities are insane,scar,guys trump has made some good points before i guess but the thing about him is he is a raging narcissist i lived with my narcissistic father and the similarities are insane
2024-09-10 21:47:32,Fluorescent,should the rich get richer x3,SOVEREIGNDesigns,his face is SOOO red lol
2024-09-10 21:47:32,SOVEREIGNDesigns,his face is SOOO red lol,SOVEREIGNDesigns,his face is SOOO red lol
2024-09-10 21:47:39,Sarah Merrill,J.D. Vance called the Georgia shooting a fact of life what do you think about that hmmmmm,Sarah Merrill,J.D. Vance called the Georgia shooting a fact of life what do you think about that hmmmmm
2024-09-10 21:47:43,Andrew D,pray on your closet. your own guidebook tells you this....do you not know?,Andrew D,pray on your closet. your own guidebook tells you this....do you not know?
2024-09-10 21:47:43,SOVEREIGNDesigns,i want to see him drop on national tv,Andrew D,pray on your closet. your own guidebook tells you this....do you not know?
2024-09-10 21:47:56,Casey Ford,"now imagine putting them in EVs and everything else. no more plugging in blackouts or pollution. lasts for years into decades, cheaper and allows for MANY more options :smiling_face_with_sunglasses:",Casey Ford,"now imagine putting them in EVs and everything else. no more plugging in blackouts or pollution. lasts for years into decades, cheaper and allows for MANY more options :smiling_face_with_sunglasses:"
2024-09-10 21:48:02,SOVEREIGNDesigns,preach grl,SOVEREIGNDesigns,preach grl
2024-09-10 21:48:05,susanajackie02,I can’t wait until Nov. Trump will win :1st_place_medal: ,susanajackie02,I can’t wait until Nov. Trump will win :1st_place_medal: 
2024-09-10 21:48:09,I know you 😏 ,l,I know you 😏 ,l
2024-09-10 21:48:30,SOVEREIGNDesigns,dont forget the weak boys,SOVEREIGNDesigns,dont forget the weak boys
2024-09-10 21:48:32,SOVEREIGNDesigns,TY,SOVEREIGNDesigns,TY
2024-09-10 21:48:34,Super Empath,the almighty dollar,Super Empath,the almighty dollar
2024-09-10 21:48:39,Casey Ford,I'm a dude and not one of those confused ones either,Casey Ford,I'm a dude and not one of those confused ones either
2024-09-10 21:49:00,Super Empath,bridge,Super Empath,bridge
2024-09-10 21:49:15,SOVEREIGNDesigns,dudes a crimal fighting for his own freedumb,SOVEREIGNDesigns,dudes a crimal fighting for his own freedumb
2024-09-10 21:49:43,SOVEREIGNDesigns,cut his mic,SOVEREIGNDesigns,cut his mic
2024-09-10 21:49:43,urmailman,lies lies lies debunked lies,SOVEREIGNDesigns,cut his mic
2024-09-10 21:49:54,Jason Post,I’m not praying Andrew D ,Jason Post,I’m not praying Andrew D 
2024-09-10 21:49:55,seth potter,Kammy can’t talk without shaking er hands. She’s disgusting.,seth potter,Kammy can’t talk without shaking er hands. She’s disgusting.
2024-09-10 21:49:57,scar,reall ,scar,reall 
2024-09-10 21:50:20,Sandy Beach,"let's talk the past when it comes to Trump, not when it comes to Kamala",Sandy Beach,"let's talk the past when it comes to Trump, not when it comes to Kamala"
2024-09-10 21:50:53,Gummidroptop,The past 3.5 years been pretty bad. Need a change. Vote red ,Gummidroptop,The past 3.5 years been pretty bad. Need a change. Vote red 
2024-09-10 21:51:04,Jason Post,^^,Jason Post,^^
2024-09-10 21:51:52,SOVEREIGNDesigns,dude you are the sarcasm ,SOVEREIGNDesigns,dude you are the sarcasm 
2024-09-10 21:52:12,SOVEREIGNDesigns,"walls , you never finished lol",SOVEREIGNDesigns,"walls , you never finished lol"
2024-09-10 21:52:20,SOVEREIGNDesigns,that dont wrk,SOVEREIGNDesigns,that dont wrk
2024-09-10 21:52:24,MeSalty,Trump 2024! :smiling_face_with_sunglasses:,MeSalty,Trump 2024! :smiling_face_with_sunglasses:
2024-09-10 21:52:29,scar,also that entire statement was disgusting and hateful ,scar,also that entire statement was disgusting and hateful 
2024-09-10 21:52:42,scar,like bro needs to pipe down ,scar,like bro needs to pipe down 
2024-09-10 21:53:45,SOVEREIGNDesigns,"oh my , mow the nation is dieing . yeah because wwf candidates",SOVEREIGNDesigns,"oh my , mow the nation is dieing . yeah because wwf candidates"
2024-09-10 21:53:54,Jason Post,“YALL NEED TO THANK A UNION WORKAH” come on Harris break out the accent !!,Jason Post,“YALL NEED TO THANK A UNION WORKAH” come on Harris break out the accent !!
2024-09-10 21:54:13,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:54:50,susanajackie02,Some ppl. talk so much trash. He did not finish the wall so why the current President did not? Cause he took it down. Let the Migrants in to destroy us. Ppl wake the f. up.,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:54:50,Super Empath,they are all buddies,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:55:02,scar,trump needs to show up in full glam in a dress,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:55:03,SOVEREIGNDesigns,maorality,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:55:24,SOVEREIGNDesigns,hungry LMAO,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:55:25,Sandy Beach,"Traveled the world, but she never gets to OUR BORDERS :flushed_face:",jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:55:26,Gummidroptop,"Traveled the world, but hasn’t been to tbe border ",jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:55:31,jeremy shearer,How many heads did Kamala kiss for this position??? HAWK TUAH! ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:55:40,Gummidroptop,Lmfao lies upon lies,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:55:44,no Name,Abc shilling for democrats as usual,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:55:52,SOVEREIGNDesigns,hes a clown,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:55:55,scar,anyone wanna play roblox,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:56:09,SOVEREIGNDesigns,mobster,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:56:37,SOVEREIGNDesigns,i want the wfaa desk job lol,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:56:48,no Name,Did abc give kamala the questions like they did joe for 4 years,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:56:53,scar,dude nothing is getting done this method is so pointless ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:56:54,susanajackie02,It’s a Man’s World only Trump can save us. ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:57:23,SOVEREIGNDesigns,open another tab and liten live....,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:57:26,SOVEREIGNDesigns,comment here,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:57:52,kaz's best investment,if trump is so delusional he thinks he won the last election shouldn't he not be allowed to run again this year??? ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:58:50,katthefantastic,magat love up in here I see,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:59:12,susanajackie02,MAGA :1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:59:34,baddog,This is coverage???,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:59:34,scar,"""if i were president"" bro had his chance",jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:59:43,scar,literally tho,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:59:43,SOVEREIGNDesigns,bb is a dictator,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:59:50,name,scar FR :loudly_crying_face:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:59:50,katthefantastic,these people get paid more then you momma on dollar day,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:59:51,scar,like bruh its just a screen,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 21:59:56,SOVEREIGNDesigns,been in charge how long....,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:00:12,SOVEREIGNDesigns,dont take my land and their wont be a prob,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:00:24,susanajackie02,Lmfaoooo she was in a party :star_struck::star_struck::star_struck::star_struck:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:00:36,kaz's best investment,guys please don't vote for someone who can't legally vote for himself,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:00:54,baddog,Kamala's voice is the worst.,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:01:04,katthefantastic,this is BS,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:01:08,scar,:eyes-purple-crying:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:01:18,scar,HELP WHAT ARE THESE GOOFY SSS EMOJIS,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:01:20,scar,:cat-orange-whistling:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:01:27,SOVEREIGNDesigns,is that sarcasum or can he just not say terror,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:01:34,scar,:face-blue-smiling::goodvibes:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:01:42,susanajackie02,Hate her squeaky voice :eyes-purple-crying::face-purple-crying::face-purple-crying:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:01:47,Leo Iezzi,This drunk keeps saying she has a plan. You’re in office now!!!!!!!!,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:01:55,kaz's best investment,hate your bigoted nonsense,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:02:04,baddog,Where's the poll results?,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:02:19,Raymonda Valdes,NBC news live is showing it on YouTube guys,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:02:28,SOVEREIGNDesigns,where is dues wife ~ she doesnt even support him,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:02:45,Gummidroptop,All she does is lie ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:02:54,scar,liek makes no sense,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:02:56,baddog,Trump winning poll here bigly - 62%,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:03:04,SOVEREIGNDesigns,aw did he just turn on potin lol,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:03:08,Gummidroptop,Trump is leading the debate 75% on average ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:03:19,name,how,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:03:25,susanajackie02,Trump is crushing her 63% :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:03:53,Gummidroptop,Now they know how much votes to fabricate this November ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:03:53,5ivers,trump needs to chill,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:03:57,scar,stop i got another ad ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:04:00,scar,:loudly_crying_face::loudly_crying_face:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:04:05,kaz's best investment,trump needs to go to jail,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:04:06,5ivers,it seems hios questions and answers are more reactionary,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:04:11,SOVEREIGNDesigns,"that poll is from here, and half these ppl arent listening . and have closed minds",jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:04:22,susanajackie02,Migrants start packing now before Trump finds you. Comiencen a empacar porque se van ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:04:25,LuckyPenny,Trump is a dangerous dictator.,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:04:29,Jason Post,Who y’all got ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:04:32,Lora,"All trump can talk about is going back to the border he has nothing to to say , but lies ",jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:04:35,Gummidroptop,On average he’s winning by 20%,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:04:41,scar,can they talk about something important like the education system or the prison system which both need a complete makeover ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:05:02,Jana Haberlin,Paper votes and ID’s ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:05:05,scar,you cant have competent adults if the education is poopoocaca ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:05:12,Jana Haberlin,Fact check Kamala ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:05:30,Lora,All trump is doing is lying and you know it,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:05:48,Gummidroptop,"@scar if they didn’t ask it she’d lie and tell stories about Trump and then Trump will have to fact check Kamala live since nobody is to her, and nobody will get to answer the question. ",jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:05:51,scar,oh my god the ads wont stop im going to rip off my skin,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:05:54,scar,:volcano-green-lava-orange::volcano-green-lava-orange:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:05:57,scar,:fish-orange-wide-eyes:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:06:04,scar,:face-turquoise-speaker-shape::face-turquoise-speaker-shape:me rn,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:06:10,name,:face-fuchsia-poop-shape:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:06:24,scar,oh its not just a screen,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:06:30,scar,yaey,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:06:31,Gummidroptop,Ring around the Rosie tonight ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:06:34,scar,:face-fuchsia-poop-shape::face-fuchsia-poop-shape:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:06:48,Lora,"We don’t need to fact check her because every word she has said that he said, we all heard him say",jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:06:50,scar,:face-orange-frowning::face-fuchsia-wide-eyes:GUYS ITS TRUMP AND KAMALA,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:07:04,SOVEREIGNDesigns,check dudes mike,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:07:08,SOVEREIGNDesigns,mic,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:07:20,ZdreamerZ 14,So who yall voting for 1 for Trump 2 for Harris? ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:07:29,Gummidroptop,These people are so bias. Go Trump ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:07:49,Maxwell Chase,1,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:07:50,scar,2 if i was old enough to vote lesser of 2 evils !!,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:00,kaz's best investment,gummidroptop trump is literally the world's largest bigot??? how is that not bias??,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:05,Gummidroptop,Lesser of the evils? ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:06,kaz's best investment,2,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:15,name,3,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:32,SOVEREIGNDesigns,hes going to prison if he doesnt win....,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:37,Karen Henry,think he looks stronger not looking at her,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:39,scar,yeah trump had his chance in 2016 i just hope if kamala wins something will happen ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:40,ZdreamerZ 14,lol I appreciate y’all’s honesty ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:49,Gummidroptop,If you vote for Kamala you’re voting for another 4 years of garbage and no polic,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:53,Gummidroptop,Policy,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:54,scar,:two_hearts:,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:56,Agent 33,11,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:08:57,Guru 89,trumps flaw is how he talk about immigration,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:03,scar,24 hours is crazy,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:10,kaz's best investment,trumps flaw is his very existence,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:15,baddog,Trump up to 67% now.,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:20,Lora,When you lie you can’t look a person in the eyes,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:23,Gummidroptop,Flaw? It’s how it’s going. Immigration is bad ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:28,scar,guru true he's really hateful about it,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:32,Gummidroptop,Illegal immigration,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:40,SOVEREIGNDesigns,its not our war,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:48,Wiz Tek,@ kaz what are you trying to say ,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:49,scar,he looks constipated,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:51,Wild & Wandering,Trump,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
2024-09-10 22:09:56,Wild & Wandering,trump,jeremy shearer,Kamel toe ain’t ready… she needs to practice more with a fake trump lookalike 
